#-*-sh-*-
# 
# H1 HERA-I+HERA-II diffractive DIS data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "H1-DDIS-HERAII-FPS-4D"  # A unique alpos name 
  15.3  0.5620  0.0085   0.4  3.45314      1     0.0188    5.3  3.74767   10.2   11.4   4.9  1.1  0.9  1.3  0.5  0.0  7.7  2.6  0.7 -0.1 -0.5  0.0  2.2     0.0    6.3    -1.3    0.0    1.2    0.5    0.4    6.8    2.4    0.2   -0.2   -0.5    0.0    2.7
  15.3  0.5620  0.0085   0.6  3.45314      1     0.0062   11.1  7.84889   10.2   15.0   4.9  1.1  0.9  1.3  0.5  0.0  7.7  2.6  0.7 -0.1 -0.5  0.0  2.2     0.0    3.1     2.0    1.2   -0.7    0.7    0.7    6.4    1.8    5.8   -0.4   -0.5    0.0    2.7
  26.5  0.0056  0.0750   0.2  68.5977      7     0.1363   29.5  20.8597    7.3   30.4   0.0 -1.2  2.9 -1.0  0.2 -3.5  0.8  4.1  1.8  0.4 -0.6 -2.1  1.3     0.0    0.0    -0.4    2.1   -1.5    0.3   -2.5    0.6    5.3   -0.2    0.5   -0.6   -2.6    2.1
  26.5  0.0056  0.0750   0.4  68.5977      7     0.0307   33.9  23.9709    7.3   34.7   0.0 -1.2  2.9 -1.0  0.2 -3.5  0.8  4.1  1.8  0.4 -0.6 -2.1  1.3     0.0    0.0    -2.0    5.4   -1.0    0.1    0.9    0.4    0.9    1.6    0.7   -0.9   -3.1    2.1
  26.5  0.0056  0.0750   0.6  68.5977      7     0.0188   39.8  28.1428    7.3   40.5   0.0 -1.2  2.9 -1.0  0.2 -3.5  0.8  4.1  1.8  0.4 -0.6 -2.1  1.3     0.0    0.0    -0.1    0.8   -0.8    0.1    0.0    1.2    6.3    1.8    0.3   -0.6   -1.9    2.1
  26.5  0.0178  0.0250   0.2  38.2396      6     0.0574   12.4  8.76812    7.6   14.6   0.3  0.4  2.5 -1.1 -0.1 -1.0  4.3  4.6  1.2  0.9 -0.9 -1.5  1.1     0.5    0.0     0.1    2.5   -1.4   -0.1   -2.6    4.1    3.9    0.6    1.3   -1.1   -1.9    1.9
  26.5  0.0178  0.0250   0.4  38.2396      6     0.0200   15.1  10.6773    7.6   16.9   0.3  0.4  2.5 -1.1 -0.1 -1.0  4.3  4.6  1.2  0.9 -0.9 -1.5  1.1     0.2    0.0    -0.9    2.7   -1.3    0.0    1.3    1.7    6.0    0.9    0.6   -0.9   -1.5    1.9
  26.5  0.0178  0.0250   0.6  38.2396      6     0.0074   29.9  21.1425    7.6   30.9   0.3  0.4  2.5 -1.1 -0.1 -1.0  4.3  4.6  1.2  0.9 -0.9 -1.5  1.1     0.0    0.0     3.1    0.3   -1.1   -0.1   -0.2    2.9    5.8   -1.1    0.5   -0.4   -0.8    1.9
  26.5  0.0178  0.0350   0.2  38.2396      6     0.0709   11.9  8.41457    7.1   13.8   0.0  2.6  1.1 -1.0  0.0  0.1  0.9  5.1  3.1  0.5 -0.9 -0.5  0.3     0.0    0.0     1.9    0.7   -1.2   -0.1   -1.9    0.8    5.9    0.7    0.5   -1.0   -0.4    1.6
  26.5  0.0178  0.0350   0.4  38.2396      6     0.0195   17.8  12.5865    7.1   19.2   0.0  2.6  1.1 -1.0  0.0  0.1  0.9  5.1  3.1  0.5 -0.9 -0.5  0.3     0.1    0.0     0.3    0.2   -0.9    0.0    0.9    0.9    5.6    3.4    0.6   -0.7   -0.4    1.6
  26.5  0.0178  0.0350   0.6  38.2396      6     0.0052   31.8  22.486     7.1   32.5   0.0  2.6  1.1 -1.0  0.0  0.1  0.9  5.1  3.1  0.5 -0.9 -0.5  0.3     0.0    0.0     1.1    3.7    0.0    0.1   -0.4   -0.6   -5.4   -1.1    0.7   -0.6   -0.4    1.6
  26.5  0.0178  0.0500   0.2  38.2396      6     0.0758   11.4  8.06102    7.4   13.6   0.0 -0.7  3.2 -0.9  0.1 -0.1  0.6  4.9  3.7  0.2 -0.7 -0.3  0.1     0.0    0.0    -0.8    2.2   -1.1    0.1   -1.8    0.1    6.2    1.4    0.1   -0.8   -0.3    1.6
  26.5  0.0178  0.0500   0.4  38.2396      6     0.0307   13.4  9.47523    7.4   15.3   0.0 -0.7  3.2 -0.9  0.1 -0.1  0.6  4.9  3.7  0.2 -0.7 -0.3  0.1     0.1    0.0     1.0    5.9   -1.1    0.0    1.1    0.5    3.3   -0.4    0.6   -0.9   -0.4    1.6
  26.5  0.0178  0.0500   0.6  38.2396      6     0.0133   19.9  14.0714    7.4   21.2   0.0 -0.7  3.2 -0.9  0.1 -0.1  0.6  4.9  3.7  0.2 -0.7 -0.3  0.1     0.0    0.0     0.2    2.0   -0.2    0.0   -0.8    2.6   -5.7    2.6    0.3   -0.6   -0.3    1.6
  26.5  0.0178  0.0750   0.2  38.2396      6     0.0810   19.3  13.6472    8.1   20.9   0.0 -0.5  2.7 -0.7  0.1 -3.6  0.9  5.3  2.8  0.3 -0.8 -2.0  0.2     0.0    0.0    -0.9    4.0   -0.9    0.2   -2.6    1.4    5.4    1.5    0.2   -0.9   -2.2    1.6
  26.5  0.0178  0.0750   0.4  38.2396      6     0.0295   22.6  15.9806    8.1   24.0   0.0 -0.5  2.7 -0.7  0.1 -3.6  0.9  5.3  2.8  0.3 -0.8 -2.0  0.2     0.0    0.0    -0.4    0.4   -1.2   -0.1   -0.4   -1.2    6.6    0.5    0.8   -1.5   -3.5    1.6
  26.5  0.0178  0.0750   0.6  38.2396      6     0.0132   33.4  23.6174    8.1   34.4   0.0 -0.5  2.7 -0.7  0.1 -3.6  0.9  5.3  2.8  0.3 -0.8 -2.0  0.2     0.0    0.0     2.5   -0.1   -0.4    0.5    0.0    1.2    6.8    0.6    0.8   -1.1   -2.7    1.6
  26.5  0.0562  0.0085   0.2  21.0957      5     0.0503    9.7  6.85894    8.6   13.0  -6.1 -0.8  0.8 -1.1  0.0  0.6 -2.2  3.5  0.3  0.3 -0.6 -3.6  1.0     0.0   -6.7    -0.6    0.9   -1.4    0.0   -1.1   -1.4    2.6    0.2    0.3   -0.7   -3.5    1.9
  26.5  0.0562  0.0085   0.4  21.0957      5     0.0157   13.0  9.19239    8.6   15.6  -6.1 -0.8  0.8 -1.1  0.0  0.6 -2.2  3.5  0.3  0.3 -0.6 -3.6  1.0     0.0   -4.1     0.0    0.1   -0.9   -0.1    0.5   -2.4    6.1   -0.3    0.4   -0.4   -2.9    1.9
  26.5  0.0562  0.0085   0.6  21.0957      5     0.0058   33.8  23.9002    8.6   34.9  -6.1 -0.8  0.8 -1.1  0.0  0.6 -2.2  3.5  0.3  0.3 -0.6 -3.6  1.0     0.0   -4.5    -1.0    2.0   -0.8    0.1    1.2    0.5   -3.8   -0.2    0.2   -0.6   -5.2    1.9
  26.5  0.0562  0.0160   0.2  21.0957      5     0.0505    7.0  4.94975    8.2   10.7   0.2  0.3  2.7 -0.3  0.0  0.7  3.3  6.4  0.3  0.3 -1.0 -1.5  0.2     0.2    0.0     0.3    1.5   -0.4    0.0   -1.7    2.8    6.9    0.4    0.3   -1.0   -1.2    1.6
  26.5  0.0562  0.0160   0.4  21.0957      5     0.0144    9.9  7.00036    8.2   12.9   0.2  0.3  2.7 -0.3  0.0  0.7  3.3  6.4  0.3  0.3 -1.0 -1.5  0.2     0.0    0.0    -0.4    5.5   -0.4    0.0    2.1    1.6    4.6    0.6    0.8   -1.2   -1.8    1.6
  26.5  0.0562  0.0160   0.6  21.0957      5     0.0046   18.6  13.1522    8.2   20.3   0.2  0.3  2.7 -0.3  0.0  0.7  3.3  6.4  0.3  0.3 -1.0 -1.5  0.2     0.0    0.0     0.7    0.2    0.5   -0.2    0.6   -1.4   -5.1   -5.7    0.2   -0.7   -1.3    1.6
  26.5  0.0562  0.0250   0.2  21.0957      5     0.0428    9.0  6.36396    7.4   11.7   0.2 -0.3  2.8 -0.6  0.0  0.3  1.8  6.1  0.8  0.4 -1.1 -1.2  0.2     0.2    0.0     0.3    2.4   -0.6    0.0   -1.4    0.7    6.5    0.2    0.4   -1.1   -0.9    1.6
  26.5  0.0562  0.0250   0.4  21.0957      5     0.0142   12.0  8.48528    7.4   14.1   0.2 -0.3  2.8 -0.6  0.0  0.3  1.8  6.1  0.8  0.4 -1.1 -1.2  0.2     0.0    0.0    -0.2    2.8   -0.7    0.1    1.0    5.8    0.6   -0.9    0.5   -2.0   -2.2    1.6
  26.5  0.0562  0.0250   0.6  21.0957      5     0.0048   24.2  17.112     7.4   25.4   0.2 -0.3  2.8 -0.6  0.0  0.3  1.8  6.1  0.8  0.4 -1.1 -1.2  0.2     0.0    0.0    -4.9    0.5   -1.1   -0.2    0.6   -0.5    3.9    3.2    0.5   -0.6   -0.8    1.6
  26.5  0.0562  0.0350   0.2  21.0957      5     0.0523   10.4  7.35391    7.2   12.6   0.4 -0.1  3.1 -0.3  0.0  0.1  0.6  5.4  2.9  0.2 -1.0 -0.2  0.2     0.9    0.0    -1.6    3.0   -0.3    0.0   -4.4    0.7    3.2    1.0    0.7   -2.0   -0.3    1.6
  26.5  0.0562  0.0350   0.4  21.0957      5     0.0165   14.0  9.89949    7.2   15.8   0.4 -0.1  3.1 -0.3  0.0  0.1  0.6  5.4  2.9  0.2 -1.0 -0.2  0.2     0.0    0.0     1.1    2.1   -0.1    0.0    0.4    0.4    6.4    0.9    0.0   -0.3   -0.1    1.6
  26.5  0.0562  0.0350   0.6  21.0957      5     0.0052   24.9  17.607     7.2   26.0   0.4 -0.1  3.1 -0.3  0.0  0.1  0.6  5.4  2.9  0.2 -1.0 -0.2  0.2     0.0    0.0    -0.2    4.1   -3.3    0.1   -1.1   -2.9    2.8    0.4   -1.2   -1.3   -0.3    1.6
  26.5  0.0562  0.0500   0.2  21.0957      5     0.0622   10.6  7.49533    7.4   12.9   0.0  1.9  0.8 -0.4  0.1 -1.3  1.8  4.9  4.2  0.2 -0.8 -0.5  0.3     0.0    0.0     2.1   -1.4   -0.5    0.1   -2.3    1.6    6.1    0.9    0.1   -0.9   -0.5    1.6
  26.5  0.0562  0.0500   0.4  21.0957      5     0.0174   15.1  10.6773    7.4   16.8   0.0  1.9  0.8 -0.4  0.1 -1.3  1.8  4.9  4.2  0.2 -0.8 -0.5  0.3     0.0    0.0    -0.9    6.6   -0.5    0.1    1.3    1.0    1.6    1.3    0.4   -1.0   -0.6    1.6
  26.5  0.0562  0.0500   0.6  21.0957      5     0.0077   28.9  20.4354    7.4   29.8   0.0  1.9  0.8 -0.4  0.1 -1.3  1.8  4.9  4.2  0.2 -0.8 -0.5  0.3     0.0    0.0     0.3   -1.4    0.2   -0.2    1.0    1.2    4.7    5.0    0.5   -0.7   -0.5    1.6
  26.5  0.0562  0.0750   0.2  21.0957      5     0.0821   19.0  13.435     6.8   20.1   0.0 -1.2 -0.2 -0.6  0.1 -4.6 -0.5  3.0  2.3  0.2 -0.7 -2.2  0.3     0.0    0.0    -0.7   -0.4   -1.0    0.2   -3.4   -0.3    4.5    1.0    0.3   -0.8   -2.8    1.6
  26.5  0.0562  0.0750   0.4  21.0957      5     0.0225   21.8  15.4149    6.8   22.8   0.0 -1.2 -0.2 -0.6  0.1 -4.6 -0.5  3.0  2.3  0.2 -0.7 -2.2  0.3     0.0    0.0     0.1   -1.1   -0.9    0.0    0.5    0.6    2.3    4.0    0.2   -1.4   -4.2    1.6
  26.5  0.0562  0.0750   0.6  21.0957      5     0.0063   40.5  28.6378    6.8   41.1   0.0 -1.2 -0.2 -0.6  0.1 -4.6 -0.5  3.0  2.3  0.2 -0.7 -2.2  0.3     0.0    0.0    -2.6    0.9   -1.1    0.4   -0.9   -2.1    3.7   -1.7    0.6   -1.1   -3.2    1.6
  26.5  0.1780  0.0025   0.2  11.0624      3     0.0485    7.5  5.3033     9.3   12.0  -1.7 -0.5  1.4 -0.4 -0.4 -0.4 -6.6  3.9  0.8  0.2 -0.6 -4.0  1.5     0.0   -1.9    -0.3    1.6   -0.4   -0.6   -1.6   -6.0    4.3    0.1    0.3   -0.8   -4.2    2.2
  26.5  0.1780  0.0025   0.4  11.0624      3     0.0115   11.3  7.99031    9.3   14.7  -1.7 -0.5  1.4 -0.4 -0.4 -0.4 -6.6  3.9  0.8  0.2 -0.6 -4.0  1.5     0.0   -2.5    -0.2    1.4   -0.6   -0.5    0.9   -5.1    4.4    0.6    0.1   -0.8   -5.0    2.2
  26.5  0.1780  0.0025   0.6  11.0624      3     0.0059   17.1  12.0915    9.3   19.4  -1.7 -0.5  1.4 -0.4 -0.4 -0.4 -6.6  3.9  0.8  0.2 -0.6 -4.0  1.5     0.0   -0.1    -0.6   -0.6   -0.1   -0.5   -0.2   -5.1    4.7    3.2    0.2   -0.6   -4.7    2.2
  26.5  0.1780  0.0085   0.2  11.0624      3     0.0448    6.6  4.6669     8.5   10.8   1.2 -0.2  1.5  0.1 -0.1  0.0  6.8  4.1  0.5  0.3 -0.7 -1.3  0.5     0.0    1.9    -0.3    1.6    0.1   -0.1   -1.4    6.0    4.7   -0.1    0.4   -0.8   -1.3    1.7
  26.5  0.1780  0.0085   0.4  11.0624      3     0.0128    9.3  6.57609    8.5   12.6   1.2 -0.2  1.5  0.1 -0.1  0.0  6.8  4.1  0.5  0.3 -0.7 -1.3  0.5     0.0   -0.3     0.0    1.7    0.5   -0.2    1.4    5.4    5.3    1.3    0.6   -1.1   -2.0    1.7
  26.5  0.1780  0.0085   0.6  11.0624      3     0.0047   18.8  13.2936    8.5   20.6   1.2 -0.2  1.5  0.1 -0.1  0.0  6.8  4.1  0.5  0.3 -0.7 -1.3  0.5     0.0    1.4     1.3   -1.5   -0.2   -0.1   -1.3    7.4    1.2    0.4   -0.3   -0.9   -2.0    1.7
  26.5  0.1780  0.0160   0.2  11.0624      3     0.0379    7.4  5.23259    8.1   11.0   0.0  0.0  1.2  0.5  0.0  0.1  4.4  6.1  1.1  0.3 -1.1 -1.4  0.3     0.0    0.0    -0.1    1.4    0.6    0.0   -2.6    3.3    6.2   -0.8    0.3   -1.3   -1.3    1.6
  26.5  0.1780  0.0160   0.4  11.0624      3     0.0121   10.0  7.07107    8.1   12.8   0.0  0.0  1.2  0.5  0.0  0.1  4.4  6.1  1.1  0.3 -1.1 -1.4  0.3     0.0    0.0    -0.4    1.3    0.3    0.1    1.4    3.1    5.0    4.5    0.2   -1.1   -1.4    1.6
  26.5  0.1780  0.0160   0.6  11.0624      3     0.0037   19.0  13.435     8.1   20.7   0.0  0.0  1.2  0.5  0.0  0.1  4.4  6.1  1.1  0.3 -1.1 -1.4  0.3     0.0    0.0     3.0   -4.5    0.6    0.0   -0.1    3.9    3.2   -2.2   -0.1   -0.9   -1.3    1.6
  26.5  0.1780  0.0250   0.2  11.0624      3     0.0298   10.1  7.14178    7.0   12.3   0.0 -0.3  0.9  1.2  0.0  0.9  1.7  6.0  1.8  0.1 -0.7 -1.0  0.2     0.0    0.0     0.2    0.4    1.6    0.1   -2.0    1.6    6.0    0.1    0.2   -0.9   -1.0    1.6
  26.5  0.1780  0.0250   0.4  11.0624      3     0.0092   13.4  9.47523    7.0   15.2   0.0 -0.3  0.9  1.2  0.0  0.9  1.7  6.0  1.8  0.1 -0.7 -1.0  0.2     0.0    0.0    -0.6    1.2    0.8   -0.1    0.5    1.1    6.4    0.9    0.1   -0.5   -0.6    1.6
  26.5  0.1780  0.0250   0.6  11.0624      3     0.0034   25.8  18.2434    7.0   26.8   0.0 -0.3  0.9  1.2  0.0  0.9  1.7  6.0  1.8  0.1 -0.7 -1.0  0.2     0.0    0.0    -1.1    2.2    0.9    0.0   -0.2   -1.7   -3.7    4.8    0.2   -0.4   -0.6    1.6
  26.5  0.1780  0.0350   0.2  11.0624      3     0.0287   15.4  10.8894    7.8   17.3   0.0 -3.4  2.7  2.5  0.1  0.5  2.4  4.9  1.3  0.2 -1.1 -0.7  0.2     0.0    0.0    -1.7    3.0    3.6    0.2   -3.1    3.0    3.2    0.9    0.1   -1.7   -0.9    1.6
  26.5  0.1780  0.0350   0.4  11.0624      3     0.0110   16.5  11.6673    7.8   18.2   0.0 -3.4  2.7  2.5  0.1  0.5  2.4  4.9  1.3  0.2 -1.1 -0.7  0.2     0.0    0.0    -2.8    0.9    1.6    0.1    0.5   -0.3    6.8    0.1    0.5   -0.5   -0.4    1.6
  26.5  0.1780  0.0350   0.6  11.0624      3     0.0083   28.1  19.8697    7.8   29.1   0.0 -3.4  2.7  2.5  0.1  0.5  2.4  4.9  1.3  0.2 -1.1 -0.7  0.2     0.0    0.0     1.8    4.8    2.2    0.1   -0.9    4.7    1.2   -1.6   -0.1   -0.7   -0.5    1.6
  26.5  0.5620  0.0025   0.2  4.54456      2     0.0711    4.6  3.25269   10.4   11.3   5.1 -2.2  2.2  0.6 -1.1 -0.6 -4.3  5.6  1.4  0.3 -0.8 -2.3  3.0     0.0    5.4    -1.5    2.4    0.5   -1.3   -1.9   -3.3    6.0    0.2    0.3   -0.9   -2.2    3.4
  26.5  0.5620  0.0025   0.4  4.54456      2     0.0215    6.2  4.38406   10.4   12.1   5.1 -2.2  2.2  0.6 -1.1 -0.6 -4.3  5.6  1.4  0.3 -0.8 -2.3  3.0     0.0    6.0    -0.8    1.0    1.2   -1.2    1.0   -4.7    4.4    1.5    0.4   -1.0   -3.0    3.4
  26.5  0.5620  0.0025   0.6  4.54456      2     0.0059   13.1  9.2631    10.4   16.7   5.1 -2.2  2.2  0.6 -1.1 -0.6 -4.3  5.6  1.4  0.3 -0.8 -2.3  3.0     0.0    4.6    -1.1    2.4    0.6   -0.6    0.0   -1.8    7.2    2.2    0.2   -0.7   -2.6    3.4
  26.5  0.5620  0.0085   0.2  4.54456      2     0.0534    5.2  3.67696    9.5   10.9   4.9 -0.7  1.4  0.7  0.0 -0.2  6.8  3.0  0.4  0.0 -0.5 -0.3  2.3     0.0    5.7    -0.5    1.4    0.9    0.0   -1.3    6.1    2.9   -0.1    0.1   -0.7   -0.3    2.8
  26.5  0.5620  0.0085   0.4  4.54456      2     0.0144    7.4  5.23259    9.5   12.1   4.9 -0.7  1.4  0.7  0.0 -0.2  6.8  3.0  0.4  0.0 -0.5 -0.3  2.3     0.0    5.6    -0.6    1.3    0.7    0.1    0.6    4.9    5.0    0.2    0.0   -0.5   -0.3    2.8
  26.5  0.5620  0.0085   0.6  4.54456      2     0.0062   13.3  9.40452    9.5   16.4   4.9 -0.7  1.4  0.7  0.0 -0.2  6.8  3.0  0.4  0.0 -0.5 -0.3  2.3     0.0    0.2     0.0    0.1    1.0   -0.4   -0.3    5.2   -5.1    5.3    0.1   -0.9   -0.5    2.8
  46.0  0.0178  0.0500   0.2  50.3812      7     0.0962   19.3  13.6472    7.5   20.7  -0.3 -0.1  1.8 -1.2  0.1 -0.6  1.5  5.8  3.3  0.5 -0.7 -0.2  0.6    -0.6    0.0    -0.3    2.6   -2.0    0.1   -2.8    1.3    5.3    0.4    1.4   -1.3   -0.3    1.7
  46.0  0.0178  0.0500   0.4  50.3812      7     0.0481   20.4  14.425     7.5   21.7  -0.3 -0.1  1.8 -1.2  0.1 -0.6  1.5  5.8  3.3  0.5 -0.7 -0.2  0.6     0.0    0.0     0.2    0.2   -1.0    0.0    0.6    1.0    6.9    1.8   -0.3   -0.5   -0.1    1.7
  46.0  0.0178  0.0500   0.6  50.3812      7     0.0132   41.9  29.6278    7.5   42.5  -0.3 -0.1  1.8 -1.2  0.1 -0.6  1.5  5.8  3.3  0.5 -0.7 -0.2  0.6     0.0    0.0     0.3    6.3   -0.2   -0.1    0.3    2.0    0.5    2.5    1.2   -0.8   -0.2    1.7
  46.0  0.0178  0.0750   0.2  50.3812      7     0.0611   36.1  25.5266    7.2   36.8   0.3  0.6  2.2 -1.1  0.0 -2.9 -1.5  4.1  3.2  0.4 -0.6 -1.9  0.1     0.3    0.0     0.5    3.2   -1.0    0.2   -2.7   -0.8    4.8    1.0    0.3   -0.7   -2.2    1.6
  46.0  0.0178  0.0750   0.4  50.3812      7     0.0282   32.8  23.1931    7.2   33.6   0.3  0.6  2.2 -1.1  0.0 -2.9 -1.5  4.1  3.2  0.4 -0.6 -1.9  0.1     0.5    0.0     0.7    0.9   -2.9   -0.2   -0.3   -1.8    1.3    5.0    0.8   -0.8   -2.7    1.6
  46.0  0.0178  0.0750   0.6  50.3812      7     0.0206   51.8  36.6281    7.2   52.3   0.3  0.6  2.2 -1.1  0.0 -2.9 -1.5  4.1  3.2  0.4 -0.6 -1.9  0.1     0.1    0.0    -0.3   -0.3   -0.1    0.0   -0.5   -1.8    5.8   -3.0    0.4   -0.4   -1.5    1.6
  46.0  0.0562  0.0160   0.2  27.794      5      0.0493   14.5  10.253     8.2   16.6   0.1 -0.2  2.0 -1.1  0.0 -0.7  4.1  6.1  1.5  0.5 -0.7 -0.8  0.6     0.1    0.0    -0.8    2.1   -1.2    0.0   -2.7    3.4    6.1    0.6    0.6   -0.9   -0.8    1.7
  46.0  0.0562  0.0160   0.4  27.794      5      0.0193   17.6  12.4451    8.2   19.4   0.1 -0.2  2.0 -1.1  0.0 -0.7  4.1  6.1  1.5  0.5 -0.7 -0.8  0.6     0.0    0.0     1.6    0.9   -1.1    0.0    0.9    3.3    6.7    1.2    0.3   -0.6   -0.6    1.7
  46.0  0.0562  0.0160   0.6  27.794      5      0.0085   29.5  20.8597    8.2   30.6   0.1 -0.2  2.0 -1.1  0.0 -0.7  4.1  6.1  1.5  0.5 -0.7 -0.8  0.6    -0.1    0.0    -2.4    3.0   -3.5    0.1    0.7   -0.7    0.2   -5.6    1.1   -1.0   -1.4    1.7
  46.0  0.0562  0.0250   0.2  27.794      5      0.0581   11.7  8.27315    7.7   14.0   0.1  0.6  1.7 -1.2  0.0 -0.4 -1.2  6.9  1.0  0.2 -0.8 -0.6  0.1     0.1    0.0     0.8    1.0   -1.3   -0.1   -1.1   -0.9    7.1    0.5    0.1   -0.8   -0.5    1.6
  46.0  0.0562  0.0250   0.4  27.794      5      0.0178   16.8  11.8794    7.7   18.5   0.1  0.6  1.7 -1.2  0.0 -0.4 -1.2  6.9  1.0  0.2 -0.8 -0.6  0.1     0.0    0.0    -1.1    3.8   -1.5    0.1    2.0   -0.7    5.7    0.7    0.9   -0.9   -0.6    1.6
  46.0  0.0562  0.0250   0.6  27.794      5      0.0042   39.1  27.6479    7.7   39.8   0.1  0.6  1.7 -1.2  0.0 -0.4 -1.2  6.9  1.0  0.2 -0.8 -0.6  0.1     0.0    0.0    -0.1    0.1   -1.2    0.0   -0.1   -2.3    5.4   -3.9    0.0   -1.9   -1.5    1.6
  46.0  0.0562  0.0350   0.2  27.794      5      0.0576   14.9  10.5359    7.2   16.6   0.3 -0.8  1.5 -0.1  0.1 -1.0  3.4  5.3  2.1  0.2 -0.7 -1.0  0.1     0.3    0.0    -0.3    1.7   -0.1    0.1   -1.1    3.2    5.8    0.8    0.2   -0.7   -0.7    1.6
  46.0  0.0562  0.0350   0.4  27.794      5      0.0159   21.2  14.9907    7.2   22.4   0.3 -0.8  1.5 -0.1  0.1 -1.0  3.4  5.3  2.1  0.2 -0.7 -1.0  0.1     0.1    0.0    -3.9    1.3   -0.6   -0.2    0.9   -3.2    2.9    0.8    0.6   -2.2   -2.7    1.6
  46.0  0.0562  0.0350   0.6  27.794      5      0.0057   31.9  22.5567    7.2   32.7   0.3 -0.8  1.5 -0.1  0.1 -1.0  3.4  5.3  2.1  0.2 -0.7 -1.0  0.1     0.0    0.0     1.7   -1.8    1.1    0.2    0.9    5.1    3.3    0.6    0.7   -1.0   -1.8    1.6
  46.0  0.0562  0.0500   0.2  27.794      5      0.0605   14.6  10.3238    7.1   16.2   0.0 -1.0  2.0 -0.5  0.1 -1.9 -0.6  5.8  1.9  0.2 -1.1 -0.3  0.2     0.0    0.0    -1.3    3.3   -1.0    0.0   -2.4   -0.2    5.1    0.2    0.3   -1.3   -0.3    1.6
  46.0  0.0562  0.0500   0.4  27.794      5      0.0234   17.3  12.2329    7.1   18.7   0.0 -1.0  2.0 -0.5  0.1 -1.9 -0.6  5.8  1.9  0.2 -1.1 -0.3  0.2     0.0    0.0     0.9   -0.7   -0.2    0.1    1.2   -0.3    5.5    3.8    0.0   -1.0   -0.3    1.6
  46.0  0.0562  0.0500   0.6  27.794      5      0.0134   24.4  17.2534    7.1   25.4   0.0 -1.0  2.0 -0.5  0.1 -1.9 -0.6  5.8  1.9  0.2 -1.1 -0.3  0.2     0.0    0.0    -0.6    0.4    0.1    0.0   -0.1   -1.6    5.9   -3.0    0.3   -0.8   -0.2    1.6
  46.0  0.0562  0.0750   0.2  27.794      5      0.0792   25.1  17.7484    6.9   26.0   0.0 -1.2  2.1 -0.7  0.1 -3.7  0.1  3.9  2.5  0.2 -0.6 -1.7  0.2     0.0    0.0    -0.5    2.6   -1.3    0.2   -3.1    0.5    4.4    0.0    0.5   -0.8   -2.3    1.6
  46.0  0.0562  0.0750   0.4  27.794      5      0.0396   24.2  17.112     6.9   25.1   0.0 -1.2  2.1 -0.7  0.1 -3.7  0.1  3.9  2.5  0.2 -0.6 -1.7  0.2     0.0    0.0    -0.9    3.9   -0.3    0.1   -0.5    0.4    3.4    3.6    0.1   -0.7   -1.9    1.6
  46.0  0.0562  0.0750   0.6  27.794      5      0.0162   49.1  34.7189    6.9   49.6   0.0 -1.2  2.1 -0.7  0.1 -3.7  0.1  3.9  2.5  0.2 -0.6 -1.7  0.2     0.0    0.0    -1.4   -4.0   -0.3   -0.1   -1.5   -1.4    4.1   -2.1    0.0   -0.5   -1.3    1.6
  46.0  0.1780  0.0085   0.2  14.5749      3     0.0447   11.1  7.84889    9.4   14.5   0.2 -1.7  2.7 -0.6  0.0  0.0  6.0  5.3  1.0  0.3 -0.9 -3.0  0.5     0.0    0.0    -1.2    3.0   -1.0   -0.2   -2.5    5.3    5.1    0.2    0.4   -1.3   -3.4    1.7
  46.0  0.1780  0.0085   0.4  14.5749      3     0.0127   14.7  10.3945    9.4   17.4   0.2 -1.7  2.7 -0.6  0.0  0.0  6.0  5.3  1.0  0.3 -0.9 -3.0  0.5     0.0    0.2    -0.8    1.7   -0.3    0.2    0.9    5.4    6.5    0.2    0.5   -0.9   -2.8    1.7
  46.0  0.1780  0.0085   0.6  14.5749      3     0.0047   32.0  22.6274    9.4   33.4   0.2 -1.7  2.7 -0.6  0.0  0.0  6.0  5.3  1.0  0.3 -0.9 -3.0  0.5     0.0    1.2    -1.8    2.6   -0.7   -0.1    0.8    0.6    7.7    2.6    0.1   -0.6   -2.3    1.7
  46.0  0.1780  0.0160   0.2  14.5749      3     0.0409   10.0  7.07107    7.9   12.7   0.4 -0.5  1.1 -0.2  0.0 -0.8  4.3  5.8  0.9  0.2 -0.9 -1.5  0.2     0.4    0.0     0.1    0.2   -0.3    0.0   -1.9    4.2    5.9    0.2    0.2   -1.0   -1.3    1.6
  46.0  0.1780  0.0160   0.4  14.5749      3     0.0146   12.7  8.98026    7.9   14.9   0.4 -0.5  1.1 -0.2  0.0 -0.8  4.3  5.8  0.9  0.2 -0.9 -1.5  0.2     0.6    0.0    -1.2    2.6    0.2   -0.1    1.6    1.1    6.2    1.8    0.0   -1.2   -2.0    1.6
  46.0  0.1780  0.0160   0.6  14.5749      3     0.0068   24.5  17.3241    7.9   25.8   0.4 -0.5  1.1 -0.2  0.0 -0.8  4.3  5.8  0.9  0.2 -0.9 -1.5  0.2     0.0    0.0    -2.7    5.7   -0.4   -0.4    0.0   -1.3    1.9   -3.1    0.4   -0.8   -1.9    1.6
